TIME,POS_X,POS_Y,POS_Z,VEL_X,VEL_Y,VEL_Z
0,0,0,10000,1,3,2,
0.1,0.1,0.299999,10000.2,1,2.99998,1.01932,
0.2,0.2,0.599995,10000.2,1,2.99996,0.0386536,
0.3,0.3,0.89999,10000.2,1,2.99993,-0.941979,
0.4,0.4,1.19998,10000,1,2.99989,-1.92255,
0.5,0.5,1.49997,9999.77,1,2.99983,-2.90303,
0.6,0.6,1.79995,9999.43,1,2.99975,-3.88339,
0.7,0.7,2.09992,9999,1,2.99966,-4.86358,
0.8,0.8,2.39988,9998.46,1,2.99955,-5.84357,
0.9,0.9,2.69983,9997.83,1,2.99942,-6.82334,
1,1,2.99976,9997.1,1,2.99928,-7.80283,
1.1,1.1,3.29968,9996.27,1,2.99911,-8.78203,
1.2,1.2,3.59958,9995.34,1,2.99893,-9.7609,
1.3,1.3,3.89947,9994.32,1,2.99874,-10.7394,
1.4,1.4,4.19933,9993.19,1,2.99852,-11.7175,
1.5,1.5,4.49917,9991.97,1,2.99829,-12.6951,
1.6,1.6,4.79899,9990.65,1,2.99804,-13.6723,
1.7,1.7,5.09878,9989.24,1,2.99777,-14.649,
1.8,1.8,5.39854,9987.72,1,2.99749,-15.6251,
1.9,1.9,5.69827,9986.11,1,2.99718,-16.6007,
2,2,5.99798,9984.4,1,2.99686,-17.5757,
2.1,2.1,6.29765,9982.6,1,2.99653,-18.55,
2.2,2.2,6.59728,9980.69,1,2.99617,-19.5236,
2.3,2.3,6.89688,9978.69,1,2.9958,-20.4966,
2.4,2.4,7.19644,9976.6,1,2.99541,-21.4688,
2.5,2.5,7.49596,9974.4,1,2.995,-22.4402,
2.6,2.6,7.79544,9972.11,1,2.99458,-23.4108,
2.7,2.7,8.09488,9969.72,1,2.99414,-24.3806,
2.8,2.8,8.39427,9967.23,1,2.99368,-25.3494,
2.9,2.9,8.69361,9964.65,1,2.99321,-26.3174,
3,3,8.99291,9961.97,1,2.99272,-27.2845,
3.1,3.1,9.29216,9959.19,1,2.99221,-28.2505,
3.2,3.2,9.59135,9956.32,1,2.99168,-29.2156,
3.3,3.3,9.89049,9953.35,1,2.99114,-30.1796,
3.4,3.4,10.1896,9950.28,1,2.99058,-31.1426,
3.5,3.5,10.4886,9947.12,1,2.99,-32.1044,
3.6,3.6,10.7876,9943.86,1,2.98941,-33.0651,
3.7,3.7,11.0865,9940.51,1,2.9888,-34.0247,
3.8,3.8,11.3853,9937.06,1,2.98817,-34.983,
3.9,3.9,11.6841,9933.51,1,2.98753,-35.9401,
4,4,11.9828,9929.87,1,2.98687,-36.896,
4.1,4.1,12.2815,9926.13,1,2.98619,-37.8506,
4.2,4.2,12.5801,9922.3,1,2.9855,-38.8038,
4.3,4.3,12.8786,9918.37,1,2.98479,-39.7557,
4.4,4.4,13.177,9914.35,1,2.98407,-40.7062,
4.5,4.5,13.4754,9910.23,1,2.98332,-41.6553,
4.6,4.6,13.7737,9906.02,1,2.98257,-42.6029,
4.7,4.7,14.0719,9901.71,1,2.98179,-43.5491,
4.8,4.8,14.3701,9897.31,1,2.981,-44.4937,
4.9,4.9,14.6681,9892.81,1,2.9802,-45.4368,
5,5,14.9661,9888.22,1,2.97937,-46.3784,
5.1,5.1,15.264,9883.53,1,2.97854,-47.3183,
5.2,5.2,15.5618,9878.75,1,2.97768,-48.2567,
5.3,5.3,15.8595,9873.88,1,2.97681,-49.1934,
5.4,5.4,16.1572,9868.92,1,2.97593,-50.1284,
5.5,5.5,16.4547,9863.86,1,2.97503,-51.0617,
5.6,5.6,16.7522,9858.7,1,2.97411,-51.9932,
5.7,5.7,17.0495,9853.46,1,2.97318,-52.923,
5.8,5.8,17.3468,9848.12,1,2.97223,-53.851,
5.9,5.9,17.644,9842.69,1,2.97127,-54.7772,
6,6,17.9411,9837.16,1,2.97029,-55.7015,
6.1,6.1,18.238,9831.55,1,2.9693,-56.624,
6.2,6.2,18.5349,9825.84,1,2.96829,-57.5445,
6.3,6.3,18.8317,9820.04,1,2.96727,-58.4631,
6.4,6.4,19.1284,9814.15,1,2.96623,-59.3798,
6.5,6.5,19.4249,9808.16,1,2.96518,-60.2945,
6.6,6.6,19.7214,9802.09,1,2.96411,-61.2072,
6.7,6.7,20.0178,9795.92,1,2.96303,-62.1178,
6.8,6.8,20.314,9789.66,1,2.96193,-63.0264,
6.9,6.9,20.6102,9783.32,1,2.96082,-63.9329,
7,7,20.9062,9776.88,1,2.9597,-64.8374,
7.1,7.1,21.2021,9770.35,1,2.95856,-65.7396,
7.2,7.2,21.4979,9763.73,1,2.9574,-66.6397,
7.3,7.3,21.7936,9757.02,1,2.95624,-67.5377,
7.4,7.4,22.0891,9750.22,1,2.95505,-68.4334,
7.5,7.5,22.3846,9743.33,1,2.95386,-69.3269,
7.6,7.6,22.6799,9736.36,1,2.95265,-70.2182,
7.7,7.7,22.9751,9729.29,1,2.95143,-71.1072,
7.8,7.8,23.2702,9722.14,1,2.95019,-71.9939,
7.9,7.9,23.5651,9714.89,1,2.94894,-72.8782,
8,8,23.86,9707.56,1,2.94768,-73.7603,
8.1,8.1,24.1547,9700.14,1,2.9464,-74.64,
8.2,8.2,24.4493,9692.63,1,2.94511,-75.5172,
8.3,8.3,24.7437,9685.04,1,2.94381,-76.3921,
8.4,8.4,25.038,9677.35,1,2.94249,-77.2646,
8.5,8.5,25.3322,9669.58,1,2.94116,-78.1346,
8.6,8.6,25.6262,9661.73,1,2.93982,-79.0022,
8.7,8.7,25.9202,9653.78,1,2.93846,-79.8672,
8.8,8.8,26.2139,9645.75,1,2.9371,-80.7298,
8.9,8.9,26.5076,9637.64,1,2.93572,-81.5898,
9,9,26.8011,9629.44,1,2.93432,-82.4473,
9.1,9.1,27.0944,9621.15,1,2.93292,-83.3023,
9.2,9.2,27.3877,9612.78,1,2.9315,-84.1546,
9.3,9.3,27.6807,9604.32,1,2.93007,-85.0044,
9.4,9.4,27.9737,9595.77,1,2.92863,-85.8515,
9.5,9.5,28.2665,9587.15,1,2.92718,-86.696,
9.6,9.6,28.5591,9578.44,1,2.92572,-87.5378,
9.7,9.7,28.8516,9569.64,1,2.92424,-88.377,
9.8,9.8,29.144,9560.76,1,2.92275,-89.2135,
9.9,9.9,29.4362,9551.8,1,2.92125,-90.0473,
10,10,29.7282,9542.75,1,2.91974,-90.8783,
10.1,10.1,30.0201,9533.62,1,2.91822,-91.7067,
10.2,10.2,30.3119,9524.41,1,2.91669,-92.5322,
10.3,10.3,30.6035,9515.12,1,2.91514,-93.3551,
10.4,10.4,30.8949,9505.74,1,2.91359,-94.1751,
10.5,10.5,31.1862,9496.28,1,2.91202,-94.9923,
10.6,10.6,31.4773,9486.74,1,2.91045,-95.8067,
10.7,10.7,31.7683,9477.12,1,2.90886,-96.6183,
10.8,10.8,32.0591,9467.42,1,2.90726,-97.4271,
10.9,10.9,32.3497,9457.63,1,2.90565,-98.233,
11,11,32.6402,9447.77,1,2.90404,-99.0361,
11.1,11.1,32.9305,9437.83,1,2.90241,-99.8362,
11.2,11.2,33.2207,9427.8,1,2.90077,-100.633,
11.3,11.3,33.5107,9417.7,1,2.89912,-101.428,
11.4,11.4,33.8005,9407.52,1,2.89746,-102.219,
11.5,11.5,34.0902,9397.26,1,2.8958,-103.008,
11.6,11.6,34.3797,9386.92,1,2.89412,-103.793,
11.7,11.7,34.669,9376.5,1,2.89243,-104.576,
11.8,11.8,34.9581,9366,1,2.89074,-105.356,
11.9,11.9,35.2471,9355.43,1,2.88903,-106.132,
12,12,35.536,9344.77,1,2.88732,-106.906,
12.1,12.1,35.8246,9334.05,1,2.8856,-107.677,
12.2,12.2,36.1131,9323.24,1,2.88386,-108.445,
12.3,12.3,36.4014,9312.36,1,2.88212,-109.209,
12.4,12.4,36.6895,9301.4,1,2.88037,-109.971,
12.5,12.5,36.9774,9290.36,1,2.87861,-110.73,
12.6,12.6,37.2652,9279.25,1,2.87685,-111.485,
12.7,12.7,37.5528,9268.07,1,2.87507,-112.238,
12.8,12.8,37.8402,9256.8,1,2.87329,-112.988,
12.9,12.9,38.1275,9245.47,1,2.8715,-113.734,
13,13,38.4145,9234.06,1,2.8697,-114.477,
13.1,13.1,38.7014,9222.57,1,2.86789,-115.218,
13.2,13.2,38.9881,9211.01,1,2.86608,-115.955,
13.3,13.3,39.2746,9199.38,1,2.86426,-116.689,
13.4,13.4,39.561,9187.68,1,2.86243,-117.42,
13.5,13.5,39.8471,9175.9,1,2.86059,-118.148,
13.6,13.6,40.1331,9164.05,1,2.85874,-118.873,
13.7,13.7,40.4189,9152.12,1,2.85689,-119.595,
13.8,13.8,40.7045,9140.13,1,2.85503,-120.313,
13.9,13.9,40.9899,9128.06,1,2.85317,-121.029,
14,14,41.2751,9115.92,1,2.85129,-121.741,
14.1,14.1,41.5601,9103.71,1,2.84941,-122.451,
14.2,14.2,41.845,9091.43,1,2.84753,-123.157,
14.3,14.3,42.1296,9079.08,1,2.84564,-123.86,
14.4,14.4,42.4141,9066.66,1,2.84374,-124.559,
14.5,14.5,42.6984,9054.17,1,2.84183,-125.256,
14.6,14.6,42.9825,9041.61,1,2.83992,-125.95,
14.7,14.7,43.2664,9028.98,1,2.838,-126.64,
14.8,14.8,43.5501,9016.28,1,2.83608,-127.327,
14.9,14.9,43.8336,9003.51,1,2.83415,-128.011,
15,15,44.1169,8990.68,1,2.83221,-128.692,
15.1,15.1,44.4,8977.78,1,2.83027,-129.37,
15.2,15.2,44.6829,8964.81,1,2.82832,-130.044,
15.3,15.3,44.9657,8951.77,1,2.82637,-130.716,
15.4,15.4,45.2482,8938.66,1,2.82441,-131.384,
15.5,15.5,45.5306,8925.49,1,2.82245,-132.049,
15.6,15.6,45.8127,8912.25,1,2.82048,-132.711,
15.7,15.7,46.0947,8898.95,1,2.81851,-133.37,
15.8,15.8,46.3764,8885.58,1,2.81653,-134.025,
15.9,15.9,46.658,8872.14,1,2.81455,-134.677,
16,16,46.9393,8858.64,1,2.81256,-135.327,
16.1,16.1,47.2205,8845.08,1,2.81057,-135.973,
16.2,16.2,47.5014,8831.45,1,2.80858,-136.615,
16.3,16.3,47.7822,8817.76,1,2.80657,-137.255,
16.4,16.4,48.0628,8804,1,2.80457,-137.892,
16.5,16.5,48.3431,8790.18,1,2.80256,-138.525,
16.6,16.6,48.6233,8776.29,1,2.80055,-139.155,
16.7,16.7,48.9032,8762.35,1,2.79853,-139.782,
16.8,16.8,49.183,8748.34,1,2.79651,-140.406,
16.9,16.9,49.4625,8734.27,1,2.79448,-141.027,
17,17,49.7419,8720.13,1,2.79245,-141.644,
17.1,17.1,50.021,8705.94,1,2.79042,-142.259,
17.2,17.2,50.3,8691.68,1,2.78839,-142.87,
17.3,17.3,50.5787,8677.36,1,2.78635,-143.478,
17.4,17.4,50.8572,8662.98,1,2.78431,-144.083,
17.5,17.5,51.1355,8648.55,1,2.78226,-144.685,
17.6,17.6,51.4137,8634.05,1,2.78021,-145.283,
17.7,17.7,51.6916,8619.49,1,2.77816,-145.879,
17.8,17.8,51.9693,8604.87,1,2.7761,-146.471,
17.9,17.9,52.2468,8590.2,1,2.77405,-147.06,
18,18,52.5241,8575.46,1,2.77199,-147.646,
18.1,18.1,52.8012,8560.67,1,2.76992,-148.229,
18.2,18.2,53.0781,8545.81,1,2.76786,-148.809,
18.3,18.3,53.3548,8530.91,1,2.76579,-149.386,
18.4,18.4,53.6313,8515.94,1,2.76372,-149.96,
18.5,18.5,53.9075,8500.91,1,2.76165,-150.53,
18.6,18.6,54.1836,8485.83,1,2.75958,-151.098,
18.7,18.7,54.4594,8470.69,1,2.7575,-151.662,
18.8,18.8,54.7351,8455.5,1,2.75542,-152.223,
18.9,18.9,55.0105,8440.25,1,2.75334,-152.781,
19,19,55.2858,8424.94,1,2.75126,-153.336,
19.1,19.1,55.5608,8409.58,1,2.74917,-153.889,
19.2,19.2,55.8356,8394.17,1,2.74709,-154.437,
19.3,19.3,56.1102,8378.69,1,2.745,-154.983,
19.4,19.4,56.3846,8363.17,1,2.74291,-155.526,
19.5,19.5,56.6588,8347.59,1,2.74082,-156.066,
19.6,19.6,56.9328,8331.96,1,2.73873,-156.603,
19.7,19.7,57.2065,8316.27,1,2.73664,-157.137,
19.8,19.8,57.4801,8300.53,1,2.73455,-157.667,
19.9,19.9,57.7534,8284.74,1,2.73245,-158.195,
20,20,58.0266,8268.89,1,2.73036,-158.72,
20.1,20.1,58.2995,8252.99,1,2.72826,-159.241,
20.2,20.2,58.5722,8237.04,1,2.72616,-159.76,
20.3,20.3,58.8447,8221.04,1,2.72407,-160.276,
20.4,20.4,59.117,8204.99,1,2.72197,-160.789,
20.5,20.5,59.3891,8188.88,1,2.71987,-161.298,
20.6,20.6,59.661,8172.73,1,2.71777,-161.805,
20.7,20.7,59.9327,8156.52,1,2.71567,-162.309,
20.8,20.8,60.2041,8140.27,1,2.71357,-162.81,
20.9,20.9,60.4754,8123.96,1,2.71147,-163.308,
21,21,60.7464,8107.6,1,2.70937,-163.803,
21.1,21.1,61.0173,8091.2,1,2.70727,-164.295,
21.2,21.2,61.2879,8074.75,1,2.70517,-164.784,
21.3,21.3,61.5583,8058.24,1,2.70307,-165.27,
21.4,21.4,61.8285,8041.69,1,2.70097,-165.754,
21.5,21.5,62.0985,8025.09,1,2.69887,-166.234,
21.6,21.6,62.3683,8008.44,1,2.69677,-166.712,
21.7,21.7,62.6379,7991.75,1,2.69467,-167.187,
21.8,21.8,62.9072,7975.01,1,2.69257,-167.659,
21.9,21.9,63.1764,7958.22,1,2.69047,-168.128,
22,22,63.4453,7941.38,1,2.68837,-168.594,
22.1,22.1,63.714,7924.5,1,2.68627,-169.057,
22.2,22.2,63.9826,7907.57,1,2.68418,-169.518,
22.3,22.3,64.2509,7890.6,1,2.68208,-169.975,
22.4,22.4,64.519,7873.58,1,2.67999,-170.43,
22.5,22.5,64.7869,7856.51,1,2.67789,-170.882,
22.6,22.6,65.0546,7839.4,1,2.6758,-171.332,
22.7,22.7,65.322,7822.24,1,2.67371,-171.778,
22.8,22.8,65.5893,7805.04,1,2.67162,-172.222,
22.9,22.9,65.8564,7787.8,1,2.66953,-172.663,
23,23,66.1232,7770.51,1,2.66744,-173.101,
23.1,23.1,66.3898,7753.18,1,2.66535,-173.537,
23.2,23.2,66.6563,7735.8,1,2.66326,-173.97,
23.3,23.3,66.9225,7718.38,1,2.66118,-174.4,
23.4,23.4,67.1885,7700.92,1,2.6591,-174.827,
23.5,23.5,67.4543,7683.42,1,2.65701,-175.252,
23.6,23.6,67.7199,7665.87,1,2.65493,-175.674,
23.7,23.7,67.9853,7648.28,1,2.65286,-176.094,
23.8,23.8,68.2505,7630.65,1,2.65078,-176.51,
23.9,23.9,68.5155,7612.98,1,2.6487,-176.924,
24,24,68.7802,7595.27,1,2.64663,-177.336,
24.1,24.1,69.0448,7577.52,1,2.64456,-177.745,
24.2,24.2,69.3091,7559.72,1,2.64249,-178.151,
24.3,24.3,69.5733,7541.89,1,2.64042,-178.554,
24.4,24.4,69.8372,7524.01,1,2.63836,-178.955,
24.5,24.5,70.101,7506.09,1,2.63629,-179.354,
24.6,24.6,70.3645,7488.14,1,2.63423,-179.75,
24.7,24.7,70.6278,7470.14,1,2.63217,-180.143,
24.8,24.8,70.8909,7452.11,1,2.63012,-180.534,
24.9,24.9,71.1538,7434.04,1,2.62806,-180.922,
25,25,71.4165,7415.93,1,2.62601,-181.307,
25.1,25.1,71.679,7397.78,1,2.62396,-181.691,
25.2,25.2,71.9413,7379.59,1,2.62191,-182.071,
25.3,25.3,72.2034,7361.36,1,2.61987,-182.449,
25.4,25.4,72.4653,7343.1,1,2.61783,-182.825,
25.5,25.5,72.727,7324.8,1,2.61579,-183.198,
25.6,25.6,72.9885,7306.46,1,2.61375,-183.569,
25.7,25.7,73.2497,7288.08,1,2.61172,-183.937,
25.8,25.8,73.5108,7269.67,1,2.60968,-184.303,
25.9,25.9,73.7717,7251.22,1,2.60766,-184.666,
26,26,74.0323,7232.74,1,2.60563,-185.027,
26.1,26.1,74.2928,7214.22,1,2.60361,-185.386,
26.2,26.2,74.553,7195.66,1,2.60159,-185.742,
26.3,26.3,74.8131,7177.07,1,2.59957,-186.096,
26.4,26.4,75.073,7158.44,1,2.59755,-186.447,
26.5,26.5,75.3326,7139.78,1,2.59554,-186.796,
26.6,26.6,75.5921,7121.08,1,2.59353,-187.143,
26.7,26.7,75.8513,7102.35,1,2.59153,-187.487,
26.8,26.8,76.1104,7083.59,1,2.58953,-187.829,
26.9,26.9,76.3692,7064.79,1,2.58753,-188.169,
27,27,76.6279,7045.95,1,2.58553,-188.506,
27.1,27.1,76.8863,7027.08,1,2.58354,-188.842,
27.2,27.2,77.1446,7008.18,1,2.58155,-189.174,
27.3,27.3,77.4026,6989.25,1,2.57956,-189.505,
27.4,27.4,77.6605,6970.28,1,2.57758,-189.833,
27.5,27.5,77.9182,6951.28,1,2.5756,-190.159,
27.6,27.6,78.1756,6932.25,1,2.57363,-190.483,
27.7,27.7,78.4329,6913.19,1,2.57165,-190.805,
27.8,27.8,78.69,6894.09,1,2.56969,-191.124,
27.9,27.9,78.9468,6874.96,1,2.56772,-191.442,
28,28,79.2035,6855.8,1,2.56576,-191.757,
28.1,28.1,79.46,6836.61,1,2.5638,-192.07,
28.2,28.2,79.7163,6817.39,1,2.56185,-192.38,
28.3,28.3,79.9723,6798.13,1,2.5599,-192.689,
28.4,28.4,80.2282,6778.85,1,2.55795,-192.995,
28.5,28.5,80.4839,6759.54,1,2.556,-193.299,
28.6,28.6,80.7394,6740.19,1,2.55406,-193.602,
28.7,28.7,80.9947,6720.82,1,2.55213,-193.902,
28.8,28.8,81.2499,6701.41,1,2.5502,-194.2,
28.9,28.9,81.5048,6681.98,1,2.54827,-194.495,
29,29,81.7595,6662.51,1,2.54634,-194.789,
29.1,29.1,82.0141,6643.02,1,2.54442,-195.081,
29.2,29.2,82.2684,6623.5,1,2.54251,-195.371,
29.3,29.3,82.5226,6603.94,1,2.54059,-195.658,
29.4,29.4,82.7765,6584.36,1,2.53869,-195.944,
29.5,29.5,83.0303,6564.76,1,2.53678,-196.228,
29.6,29.6,83.2839,6545.12,1,2.53488,-196.509,
29.7,29.7,83.5373,6525.45,1,2.53298,-196.789,
29.8,29.8,83.7905,6505.76,1,2.53109,-197.067,
29.9,29.9,84.0435,6486.04,1,2.5292,-197.342,
30,30,84.2963,6466.29,1,2.52732,-197.616,
30.1,30.1,84.549,6446.52,1,2.52544,-197.888,
30.2,30.2,84.8014,6426.71,1,2.52356,-198.158,
30.3,30.3,85.0537,6406.89,1,2.52169,-198.425,
30.4,30.4,85.3057,6387.03,1,2.51982,-198.691,
30.5,30.5,85.5576,6367.15,1,2.51796,-198.955,
30.6,30.6,85.8093,6347.24,1,2.5161,-199.218,
30.7,30.7,86.0609,6327.3,1,2.51424,-199.478,
30.8,30.8,86.3122,6307.34,1,2.51239,-199.736,
30.9,30.9,86.5633,6287.36,1,2.51055,-199.993,
31,31,86.8143,6267.34,1,2.5087,-200.248,
31.1,31.1,87.0651,6247.31,1,2.50687,-200.501,
31.2,31.2,87.3157,6227.24,1,2.50503,-200.752,
31.3,31.3,87.5661,6207.16,1,2.5032,-201.001,
31.4,31.4,87.8163,6187.04,1,2.50138,-201.248,
31.5,31.5,88.0664,6166.91,1,2.49956,-201.494,
31.6,31.6,88.3162,6146.75,1,2.49774,-201.738,
31.7,31.7,88.5659,6126.56,1,2.49593,-201.98,
31.8,31.8,88.8154,6106.35,1,2.49412,-202.221,
31.9,31.9,89.0647,6086.12,1,2.49232,-202.459,
32,32,89.3139,6065.86,1,2.49052,-202.696,
32.1,32.1,89.5628,6045.58,1,2.48873,-202.931,
32.2,32.2,89.8116,6025.27,1,2.48694,-203.165,
32.3,32.3,90.0602,6004.94,1,2.48516,-203.396,
32.4,32.4,90.3086,5984.59,1,2.48338,-203.626,
32.5,32.5,90.5569,5964.22,1,2.4816,-203.855,
32.6,32.6,90.805,5943.82,1,2.47983,-204.081,
32.7,32.7,91.0529,5923.4,1,2.47806,-204.306,
32.8,32.8,91.3006,5902.96,1,2.4763,-204.53,
32.9,32.9,91.5481,5882.5,1,2.47454,-204.751,
33,33,91.7955,5862.01,1,2.47279,-204.971,
33.1,33.1,92.0427,5841.5,1,2.47104,-205.19,
33.2,33.2,92.2897,5820.97,1,2.4693,-205.407,
33.3,33.3,92.5365,5800.42,1,2.46756,-205.622,
33.4,33.4,92.7832,5779.85,1,2.46583,-205.836,
33.5,33.5,93.0297,5759.25,1,2.4641,-206.048,
33.6,33.6,93.276,5738.64,1,2.46237,-206.258,
33.7,33.7,93.5222,5718,1,2.46065,-206.467,
33.8,33.8,93.7682,5697.35,1,2.45894,-206.674,
33.9,33.9,94.014,5676.67,1,2.45723,-206.88,
34,34,94.2596,5655.97,1,2.45552,-207.084,
34.1,34.1,94.5051,5635.25,1,2.45382,-207.287,
34.2,34.2,94.7504,5614.51,1,2.45212,-207.488,
34.3,34.3,94.9955,5593.75,1,2.45043,-207.688,
34.4,34.4,95.2405,5572.97,1,2.44874,-207.886,
34.5,34.5,95.4852,5552.18,1,2.44706,-208.083,
34.6,34.6,95.7299,5531.36,1,2.44538,-208.279,
34.7,34.7,95.9743,5510.52,1,2.44371,-208.472,
34.8,34.8,96.2186,5489.66,1,2.44204,-208.665,
34.9,34.9,96.4627,5468.79,1,2.44038,-208.856,
35,35,96.7067,5447.89,1,2.43872,-209.045,
35.1,35.1,96.9505,5426.98,1,2.43707,-209.233,
35.2,35.2,97.1941,5406.05,1,2.43542,-209.42,
35.3,35.3,97.4376,5385.09,1,2.43377,-209.605,
35.4,35.4,97.6809,5364.12,1,2.43213,-209.789,
35.5,35.5,97.924,5343.14,1,2.4305,-209.972,
35.6,35.6,98.167,5322.13,1,2.42887,-210.153,
35.7,35.7,98.4098,5301.11,1,2.42724,-210.332,
35.8,35.8,98.6524,5280.06,1,2.42562,-210.511,
35.9,35.9,98.8949,5259,1,2.42401,-210.688,
36,36,99.1372,5237.93,1,2.4224,-210.863,
36.1,36.1,99.3794,5216.83,1,2.42079,-211.038,
36.2,36.2,99.6214,5195.72,1,2.41919,-211.211,
36.3,36.3,99.8632,5174.59,1,2.41759,-211.382,
36.4,36.4,100.105,5153.44,1,2.416,-211.553,
36.5,36.5,100.346,5132.28,1,2.41441,-211.722,
36.6,36.6,100.588,5111.1,1,2.41283,-211.89,
36.7,36.7,100.829,5089.9,1,2.41125,-212.056,
36.8,36.8,101.07,5068.69,1,2.40968,-212.221,
36.9,36.9,101.311,5047.46,1,2.40811,-212.385,
37,37,101.552,5026.21,1,2.40655,-212.548,
37.1,37.1,101.792,5004.95,1,2.40499,-212.71,
37.2,37.2,102.033,4983.67,1,2.40344,-212.87,
37.3,37.3,102.273,4962.37,1,2.40189,-213.029,
37.4,37.4,102.513,4941.06,1,2.40035,-213.187,
37.5,37.5,102.753,4919.74,1,2.39881,-213.343,
37.6,37.6,102.993,4898.39,1,2.39727,-213.499,
37.7,37.7,103.232,4877.04,1,2.39574,-213.653,
37.8,37.8,103.472,4855.66,1,2.39422,-213.806,
37.9,37.9,103.711,4834.27,1,2.3927,-213.958,
38,38,103.95,4812.87,1,2.39118,-214.109,
38.1,38.1,104.19,4791.45,1,2.38967,-214.258,
38.2,38.2,104.428,4770.02,1,2.38817,-214.406,
38.3,38.3,104.667,4748.57,1,2.38667,-214.554,
38.4,38.4,104.906,4727.11,1,2.38517,-214.7,
38.5,38.5,105.144,4705.63,1,2.38368,-214.845,
38.6,38.6,105.382,4684.14,1,2.3822,-214.989,
38.7,38.7,105.621,4662.63,1,2.38071,-215.131,
38.8,38.8,105.859,4641.11,1,2.37924,-215.273,
38.9,38.9,106.096,4619.58,1,2.37777,-215.413,
39,39,106.334,4598.03,1,2.3763,-215.553,
39.1,39.1,106.572,4576.47,1,2.37484,-215.691,
39.2,39.2,106.809,4554.89,1,2.37338,-215.828,
39.3,39.3,107.046,4533.3,1,2.37193,-215.965,
39.4,39.4,107.284,4511.7,1,2.37048,-216.1,
39.5,39.5,107.52,4490.08,1,2.36903,-216.234,
39.6,39.6,107.757,4468.45,1,2.3676,-216.367,
39.7,39.7,107.994,4446.81,1,2.36616,-216.499,
39.8,39.8,108.231,4425.15,1,2.36473,-216.63,
39.9,39.9,108.467,4403.48,1,2.36331,-216.76,
40,40,108.703,4381.8,1,2.36189,-216.889,
40.1,40.1,108.939,4360.11,1,2.36047,-217.017,
40.2,40.2,109.175,4338.4,1,2.35906,-217.144,
40.3,40.3,109.411,4316.68,1,2.35766,-217.27,
40.4,40.4,109.647,4294.94,1,2.35626,-217.395,
40.5,40.5,109.882,4273.2,1,2.35486,-217.519,
40.6,40.6,110.118,4251.44,1,2.35347,-217.642,
40.7,40.7,110.353,4229.67,1,2.35208,-217.764,
40.8,40.8,110.588,4207.89,1,2.3507,-217.885,
40.9,40.9,110.823,4186.09,1,2.34932,-218.005,
41,41,111.058,4164.29,1,2.34795,-218.124,
41.1,41.1,111.293,4142.47,1,2.34658,-218.243,
41.2,41.2,111.527,4120.64,1,2.34522,-218.36,
41.3,41.3,111.762,4098.8,1,2.34386,-218.476,
41.4,41.4,111.996,4076.94,1,2.3425,-218.592,
41.5,41.5,112.23,4055.08,1,2.34115,-218.707,
41.6,41.6,112.464,4033.2,1,2.33981,-218.82,
41.7,41.7,112.698,4011.31,1,2.33847,-218.933,
41.8,41.8,112.932,3989.42,1,2.33713,-219.045,
41.9,41.9,113.166,3967.51,1,2.3358,-219.156,
42,42,113.399,3945.58,1,2.33448,-219.266,
42.1,42.1,113.633,3923.65,1,2.33315,-219.376,
42.2,42.2,113.866,3901.71,1,2.33184,-219.484,
42.3,42.3,114.099,3879.76,1,2.33052,-219.592,
42.4,42.4,114.332,3857.79,1,2.32921,-219.698,
42.5,42.5,114.565,3835.82,1,2.32791,-219.804,
42.6,42.6,114.798,3813.83,1,2.32661,-219.909,
42.7,42.7,115.03,3791.83,1,2.32532,-220.013,
42.8,42.8,115.263,3769.83,1,2.32403,-220.117,
42.9,42.9,115.495,3747.81,1,2.32274,-220.219,
43,43,115.727,3725.78,1,2.32146,-220.321,
43.1,43.1,115.959,3703.75,1,2.32018,-220.422,
43.2,43.2,116.191,3681.7,1,2.31891,-220.522,
43.3,43.3,116.423,3659.64,1,2.31764,-220.622,
43.4,43.4,116.655,3637.57,1,2.31638,-220.72,
43.5,43.5,116.886,3615.5,1,2.31512,-220.818,
43.6,43.6,117.118,3593.41,1,2.31387,-220.915,
43.7,43.7,117.349,3571.32,1,2.31262,-221.011,
43.8,43.8,117.58,3549.21,1,2.31137,-221.107,
43.9,43.9,117.811,3527.09,1,2.31013,-221.201,
44,44,118.042,3504.97,1,2.30889,-221.295,
44.1,44.1,118.273,3482.83,1,2.30766,-221.389,
44.2,44.2,118.504,3460.69,1,2.30643,-221.481,
44.3,44.3,118.734,3438.54,1,2.30521,-221.573,
44.4,44.4,118.965,3416.38,1,2.30399,-221.664,
44.5,44.5,119.195,3394.21,1,2.30278,-221.754,
44.6,44.6,119.425,3372.03,1,2.30157,-221.844,
44.7,44.7,119.656,3349.84,1,2.30036,-221.933,
44.8,44.8,119.886,3327.64,1,2.29916,-222.021,
44.9,44.9,120.115,3305.43,1,2.29796,-222.108,
45,45,120.345,3283.22,1,2.29677,-222.195,
45.1,45.1,120.575,3260.99,1,2.29558,-222.281,
45.2,45.2,120.804,3238.76,1,2.2944,-222.366,
45.3,45.3,121.034,3216.52,1,2.29322,-222.451,
45.4,45.4,121.263,3194.27,1,2.29204,-222.535,
45.5,45.5,121.492,3172.01,1,2.29087,-222.618,
45.6,45.6,121.721,3149.75,1,2.2897,-222.701,
45.7,45.7,121.95,3127.47,1,2.28854,-222.783,
