TIME,POS_X,POS_Y,POS_Z,VEL_X,VEL_Y,VEL_Z
521.7,521.7,1080.92,-107524,1,2,-232.712,
521.8,521.8,1081.12,-107547,1,2,-232.712,
521.9,521.9,1081.32,-107571,1,2,-232.712,
522,522,1081.52,-107594,1,2,-232.712,
522.1,522.1,1081.72,-107617,1,2,-232.712,
522.2,522.2,1081.92,-107641,1,2,-232.712,
522.3,522.3,1082.12,-107664,1,2,-232.712,
522.4,522.4,1082.32,-107687,1,2,-232.712,
522.5,522.5,1082.52,-107710,1,2,-232.712,
522.6,522.6,1082.72,-107734,1,2,-232.712,
522.7,522.7,1082.92,-107757,1,2,-232.712,
522.8,522.8,1083.12,-107780,1,2,-232.712,
522.9,522.9,1083.32,-107803,1,2,-232.712,
523,523,1083.52,-107827,1,2,-232.712,
523.1,523.1,1083.72,-107850,1,2,-232.712,
523.2,523.2,1083.92,-107873,1,2,-232.712,
523.3,523.3,1084.12,-107897,1,2,-232.712,
523.4,523.4,1084.32,-107920,1,2,-232.712,
523.5,523.5,1084.52,-107943,1,2,-232.712,
523.6,523.6,1084.72,-107966,1,2,-232.712,
523.7,523.7,1084.92,-107990,1,2,-232.712,
523.8,523.8,1085.12,-108013,1,2,-232.712,
523.9,523.9,1085.32,-108036,1,2,-232.712,
524,524,1085.52,-108059,1,2,-232.712,
524.1,524.1,1085.72,-108083,1,2,-232.712,
524.2,524.2,1085.92,-108106,1,2,-232.712,
524.3,524.3,1086.12,-108129,1,2,-232.712,
524.4,524.4,1086.32,-108153,1,2,-232.712,
524.5,524.5,1086.52,-108176,1,2,-232.712,
524.6,524.6,1086.72,-108199,1,2,-232.712,
524.7,524.7,1086.92,-108222,1,2,-232.712,
524.8,524.8,1087.12,-108246,1,2,-232.712,
524.9,524.9,1087.32,-108269,1,2,-232.712,
525,525,1087.52,-108292,1,2,-232.712,
525.1,525.1,1087.72,-108315,1,2,-232.712,
525.2,525.2,1087.92,-108339,1,2,-232.712,
525.3,525.3,1088.12,-108362,1,2,-232.712,
525.4,525.4,1088.32,-108385,1,2,-232.712,
525.5,525.5,1088.52,-108409,1,2,-232.712,
525.6,525.6,1088.72,-108432,1,2,-232.712,
525.7,525.7,1088.92,-108455,1,2,-232.712,
525.8,525.8,1089.12,-108478,1,2,-232.712,
525.9,525.9,1089.32,-108502,1,2,-232.712,
526,526,1089.52,-108525,1,2,-232.712,
526.1,526.1,1089.72,-108548,1,2,-232.712,
526.2,526.2,1089.92,-108571,1,2,-232.712,
526.3,526.3,1090.12,-108595,1,2,-232.712,
526.4,526.4,1090.32,-108618,1,2,-232.712,
526.5,526.5,1090.52,-108641,1,2,-232.712,
526.6,526.6,1090.72,-108665,1,2,-232.712,
526.7,526.7,1090.92,-108688,1,2,-232.712,
526.8,526.8,1091.12,-108711,1,2,-232.712,
526.9,526.9,1091.32,-108734,1,2,-232.712,
527,527,1091.52,-108758,1,2,-232.712,
527.1,527.1,1091.72,-108781,1,2,-232.712,
527.2,527.2,1091.92,-108804,1,2,-232.712,
527.3,527.3,1092.12,-108827,1,2,-232.712,
527.4,527.4,1092.32,-108851,1,2,-232.712,
527.5,527.5,1092.52,-108874,1,2,-232.712,
527.6,527.6,1092.72,-108897,1,2,-232.712,
527.7,527.7,1092.92,-108920,1,2,-232.712,
527.8,527.8,1093.12,-108944,1,2,-232.712,
527.9,527.9,1093.32,-108967,1,2,-232.712,
528,528,1093.52,-108990,1,2,-232.712,
528.1,528.1,1093.72,-109014,1,2,-232.712,
528.2,528.2,1093.92,-109037,1,2,-232.712,
528.3,528.3,1094.12,-109060,1,2,-232.712,
528.4,528.4,1094.32,-109083,1,2,-232.712,
528.5,528.5,1094.52,-109107,1,2,-232.712,
528.6,528.6,1094.72,-109130,1,2,-232.712,
528.7,528.7,1094.92,-109153,1,2,-232.712,
528.8,528.8,1095.12,-109176,1,2,-232.712,
528.9,528.9,1095.32,-109200,1,2,-232.712,
529,529,1095.52,-109223,1,2,-232.712,
529.1,529.1,1095.72,-109246,1,2,-232.712,
529.2,529.2,1095.92,-109270,1,2,-232.712,
529.3,529.3,1096.12,-109293,1,2,-232.712,
529.4,529.4,1096.32,-109316,1,2,-232.712,
529.5,529.5,1096.52,-109339,1,2,-232.712,
529.6,529.6,1096.72,-109363,1,2,-232.712,
529.7,529.7,1096.92,-109386,1,2,-232.712,
529.8,529.8,1097.12,-109409,1,2,-232.712,
529.9,529.9,1097.32,-109432,1,2,-232.712,
530,530,1097.52,-109456,1,2,-232.712,
530.1,530.1,1097.72,-109479,1,2,-232.712,
530.2,530.2,1097.92,-109502,1,2,-232.712,
530.3,530.3,1098.12,-109526,1,2,-232.712,
530.4,530.4,1098.32,-109549,1,2,-232.712,
530.5,530.5,1098.52,-109572,1,2,-232.712,
530.6,530.6,1098.72,-109595,1,2,-232.712,
530.7,530.7,1098.92,-109619,1,2,-232.712,
530.8,530.8,1099.12,-109642,1,2,-232.712,
530.9,530.9,1099.32,-109665,1,2,-232.712,
531,531,1099.52,-109688,1,2,-232.712,
531.1,531.1,1099.72,-109712,1,2,-232.712,
531.2,531.2,1099.92,-109735,1,2,-232.712,
531.3,531.3,1100.12,-109758,1,2,-232.712,
531.4,531.4,1100.32,-109782,1,2,-232.712,
531.5,531.5,1100.52,-109805,1,2,-232.712,
531.6,531.6,1100.72,-109828,1,2,-232.712,
531.7,531.7,1100.92,-109851,1,2,-232.712,
531.8,531.8,1101.12,-109875,1,2,-232.712,
531.9,531.9,1101.32,-109898,1,2,-232.712,
532,532,1101.52,-109921,1,2,-232.712,
532.1,532.1,1101.72,-109944,1,2,-232.712,
532.2,532.2,1101.92,-109968,1,2,-232.712,
532.3,532.3,1102.12,-109991,1,2,-232.712,
532.4,532.4,1102.32,-110014,1,2,-232.712,
532.5,532.5,1102.52,-110038,1,2,-232.712,
532.6,532.6,1102.72,-110061,1,2,-232.712,
532.7,532.7,1102.92,-110084,1,2,-232.712,
532.8,532.8,1103.12,-110107,1,2,-232.712,
532.9,532.9,1103.32,-110131,1,2,-232.712,
533,533,1103.52,-110154,1,2,-232.712,
533.1,533.1,1103.72,-110177,1,2,-232.712,
533.2,533.2,1103.92,-110200,1,2,-232.712,
533.3,533.3,1104.12,-110224,1,2,-232.712,
533.4,533.4,1104.32,-110247,1,2,-232.712,
533.5,533.5,1104.52,-110270,1,2,-232.712,
533.6,533.6,1104.72,-110294,1,2,-232.712,
533.7,533.7,1104.92,-110317,1,2,-232.712,
533.8,533.8,1105.12,-110340,1,2,-232.712,
533.9,533.9,1105.32,-110363,1,2,-232.712,
534,534,1105.52,-110387,1,2,-232.712,
534.1,534.1,1105.72,-110410,1,2,-232.712,
534.2,534.2,1105.92,-110433,1,2,-232.712,
534.3,534.3,1106.12,-110456,1,2,-232.712,
534.4,534.4,1106.32,-110480,1,2,-232.712,
534.5,534.5,1106.52,-110503,1,2,-232.712,
534.6,534.6,1106.72,-110526,1,2,-232.712,
534.7,534.7,1106.92,-110549,1,2,-232.712,
534.8,534.8,1107.12,-110573,1,2,-232.712,
534.9,534.9,1107.32,-110596,1,2,-232.712,
535,535,1107.52,-110619,1,2,-232.712,
535.1,535.1,1107.72,-110643,1,2,-232.712,
535.2,535.2,1107.92,-110666,1,2,-232.712,
535.3,535.3,1108.12,-110689,1,2,-232.712,
535.4,535.4,1108.32,-110712,1,2,-232.712,
535.5,535.5,1108.52,-110736,1,2,-232.712,
535.6,535.6,1108.72,-110759,1,2,-232.712,
535.7,535.7,1108.92,-110782,1,2,-232.712,
535.8,535.8,1109.12,-110805,1,2,-232.712,
535.9,535.9,1109.32,-110829,1,2,-232.712,
536,536,1109.52,-110852,1,2,-232.712,
536.1,536.1,1109.72,-110875,1,2,-232.712,
536.2,536.2,1109.92,-110899,1,2,-232.712,
536.3,536.3,1110.12,-110922,1,2,-232.712,
536.4,536.4,1110.32,-110945,1,2,-232.712,
536.5,536.5,1110.52,-110968,1,2,-232.712,
536.6,536.6,1110.72,-110992,1,2,-232.712,
536.7,536.7,1110.92,-111015,1,2,-232.712,
536.8,536.8,1111.12,-111038,1,2,-232.712,
536.9,536.9,1111.32,-111061,1,2,-232.712,
537,537,1111.52,-111085,1,2,-232.712,
537.1,537.1,1111.72,-111108,1,2,-232.712,
537.2,537.2,1111.92,-111131,1,2,-232.712,
537.3,537.3,1112.12,-111155,1,2,-232.712,
537.4,537.4,1112.32,-111178,1,2,-232.712,
537.5,537.5,1112.52,-111201,1,2,-232.712,
537.6,537.6,1112.72,-111224,1,2,-232.712,
537.7,537.7,1112.92,-111248,1,2,-232.712,
537.8,537.8,1113.12,-111271,1,2,-232.712,
537.9,537.9,1113.32,-111294,1,2,-232.712,
538,538,1113.52,-111317,1,2,-232.712,
538.1,538.1,1113.72,-111341,1,2,-232.712,
538.2,538.2,1113.92,-111364,1,2,-232.712,
538.3,538.3,1114.12,-111387,1,2,-232.712,
538.4,538.4,1114.32,-111411,1,2,-232.712,
538.5,538.5,1114.52,-111434,1,2,-232.712,
538.6,538.6,1114.72,-111457,1,2,-232.712,
538.7,538.7,1114.92,-111480,1,2,-232.712,
538.8,538.8,1115.12,-111504,1,2,-232.712,
538.9,538.9,1115.32,-111527,1,2,-232.712,
539,539,1115.52,-111550,1,2,-232.712,
539.1,539.1,1115.72,-111573,1,2,-232.712,
539.2,539.2,1115.92,-111597,1,2,-232.712,
539.3,539.3,1116.12,-111620,1,2,-232.712,
539.4,539.4,1116.32,-111643,1,2,-232.712,
539.5,539.5,1116.52,-111667,1,2,-232.712,
539.6,539.6,1116.72,-111690,1,2,-232.712,
539.7,539.7,1116.92,-111713,1,2,-232.712,
539.8,539.8,1117.12,-111736,1,2,-232.712,
539.9,539.9,1117.32,-111760,1,2,-232.712,
540,540,1117.52,-111783,1,2,-232.712,
540.1,540.1,1117.72,-111806,1,2,-232.712,
540.2,540.2,1117.92,-111829,1,2,-232.712,
540.3,540.3,1118.12,-111853,1,2,-232.712,
540.4,540.4,1118.32,-111876,1,2,-232.712,
540.5,540.5,1118.52,-111899,1,2,-232.712,
540.6,540.6,1118.72,-111922,1,2,-232.712,
540.7,540.7,1118.92,-111946,1,2,-232.712,
540.8,540.8,1119.12,-111969,1,2,-232.712,
540.9,540.9,1119.32,-111992,1,2,-232.712,
541,541,1119.52,-112016,1,2,-232.712,
541.1,541.1,1119.72,-112039,1,2,-232.712,
541.2,541.2,1119.92,-112062,1,2,-232.712,
541.3,541.3,1120.12,-112085,1,2,-232.712,
541.4,541.4,1120.32,-112109,1,2,-232.712,
541.5,541.5,1120.52,-112132,1,2,-232.712,
541.6,541.6,1120.72,-112155,1,2,-232.712,
541.7,541.7,1120.92,-112178,1,2,-232.712,
541.8,541.8,1121.12,-112202,1,2,-232.712,
541.9,541.9,1121.32,-112225,1,2,-232.712,
542,542,1121.52,-112248,1,2,-232.712,
542.1,542.1,1121.72,-112272,1,2,-232.712,
542.2,542.2,1121.92,-112295,1,2,-232.712,
542.3,542.3,1122.12,-112318,1,2,-232.712,
542.4,542.4,1122.32,-112341,1,2,-232.712,
542.5,542.5,1122.52,-112365,1,2,-232.712,
542.6,542.6,1122.72,-112388,1,2,-232.712,
542.7,542.7,1122.92,-112411,1,2,-232.712,
542.8,542.8,1123.12,-112434,1,2,-232.712,
542.9,542.9,1123.32,-112458,1,2,-232.712,
543,543,1123.52,-112481,1,2,-232.712,
543.1,543.1,1123.72,-112504,1,2,-232.712,
543.2,543.2,1123.92,-112528,1,2,-232.712,
543.3,543.3,1124.12,-112551,1,2,-232.712,
543.4,543.4,1124.32,-112574,1,2,-232.712,
543.5,543.5,1124.52,-112597,1,2,-232.712,
543.6,543.6,1124.72,-112621,1,2,-232.712,
543.7,543.7,1124.92,-112644,1,2,-232.712,
543.8,543.8,1125.12,-112667,1,2,-232.712,
543.9,543.9,1125.32,-112690,1,2,-232.712,
544,544,1125.52,-112714,1,2,-232.712,
544.1,544.1,1125.72,-112737,1,2,-232.712,
544.2,544.2,1125.92,-112760,1,2,-232.712,
544.3,544.3,1126.12,-112784,1,2,-232.712,
544.4,544.4,1126.32,-112807,1,2,-232.712,
544.5,544.5,1126.52,-112830,1,2,-232.712,
544.6,544.6,1126.72,-112853,1,2,-232.712,
544.7,544.7,1126.92,-112877,1,2,-232.712,
544.8,544.8,1127.12,-112900,1,2,-232.712,
544.9,544.9,1127.32,-112923,1,2,-232.712,
545,545,1127.52,-112946,1,2,-232.712,
545.1,545.1,1127.72,-112970,1,2,-232.712,
545.2,545.2,1127.92,-112993,1,2,-232.712,
545.3,545.3,1128.12,-113016,1,2,-232.712,
545.4,545.4,1128.32,-113040,1,2,-232.712,
545.5,545.5,1128.52,-113063,1,2,-232.712,
545.6,545.6,1128.72,-113086,1,2,-232.712,
545.7,545.7,1128.92,-113109,1,2,-232.712,
545.8,545.8,1129.12,-113133,1,2,-232.712,
545.9,545.9,1129.32,-113156,1,2,-232.712,
546,546,1129.52,-113179,1,2,-232.712,
546.1,546.1,1129.72,-113202,1,2,-232.712,
546.2,546.2,1129.92,-113226,1,2,-232.712,
546.3,546.3,1130.12,-113249,1,2,-232.712,
546.4,546.4,1130.32,-113272,1,2,-232.712,
546.5,546.5,1130.52,-113295,1,2,-232.712,
546.6,546.6,1130.72,-113319,1,2,-232.712,
546.7,546.7,1130.92,-113342,1,2,-232.712,
546.8,546.8,1131.12,-113365,1,2,-232.712,
546.9,546.9,1131.32,-113389,1,2,-232.712,
547,547,1131.52,-113412,1,2,-232.712,
547.1,547.1,1131.72,-113435,1,2,-232.712,
547.2,547.2,1131.92,-113458,1,2,-232.712,
547.3,547.3,1132.12,-113482,1,2,-232.712,
547.4,547.4,1132.32,-113505,1,2,-232.712,
547.5,547.5,1132.52,-113528,1,2,-232.712,
547.6,547.6,1132.72,-113551,1,2,-232.712,
547.7,547.7,1132.92,-113575,1,2,-232.712,
547.8,547.8,1133.12,-113598,1,2,-232.712,
547.9,547.9,1133.32,-113621,1,2,-232.712,
548,548,1133.52,-113645,1,2,-232.712,
548.1,548.1,1133.72,-113668,1,2,-232.712,
548.2,548.2,1133.92,-113691,1,2,-232.712,
548.3,548.3,1134.12,-113714,1,2,-232.712,
548.4,548.4,1134.32,-113738,1,2,-232.712,
548.5,548.5,1134.52,-113761,1,2,-232.712,
548.6,548.6,1134.72,-113784,1,2,-232.712,
548.7,548.7,1134.92,-113807,1,2,-232.712,
548.8,548.8,1135.12,-113831,1,2,-232.712,
548.9,548.9,1135.32,-113854,1,2,-232.712,
549,549,1135.52,-113877,1,2,-232.712,
549.1,549.1,1135.72,-113901,1,2,-232.712,
549.2,549.2,1135.92,-113924,1,2,-232.712,
549.3,549.3,1136.12,-113947,1,2,-232.712,
549.4,549.4,1136.32,-113970,1,2,-232.712,
549.5,549.5,1136.52,-113994,1,2,-232.712,
549.6,549.6,1136.72,-114017,1,2,-232.712,
549.7,549.7,1136.92,-114040,1,2,-232.712,
549.8,549.8,1137.12,-114063,1,2,-232.712,
549.9,549.9,1137.32,-114087,1,2,-232.712,
550,550,1137.52,-114110,1,2,-232.712,
550.1,550.1,1137.72,-114133,1,2,-232.712,
550.2,550.2,1137.92,-114157,1,2,-232.712,
550.3,550.3,1138.12,-114180,1,2,-232.712,
550.4,550.4,1138.32,-114203,1,2,-232.712,
550.5,550.5,1138.52,-114226,1,2,-232.712,
550.6,550.6,1138.72,-114250,1,2,-232.712,
550.7,550.7,1138.92,-114273,1,2,-232.712,
550.8,550.8,1139.12,-114296,1,2,-232.712,
550.9,550.9,1139.32,-114319,1,2,-232.712,
551,551,1139.52,-114343,1,2,-232.712,
551.1,551.1,1139.72,-114366,1,2,-232.712,
551.2,551.2,1139.92,-114389,1,2,-232.712,
551.3,551.3,1140.12,-114413,1,2,-232.712,
551.4,551.4,1140.32,-114436,1,2,-232.712,
551.5,551.5,1140.52,-114459,1,2,-232.712,
551.6,551.6,1140.72,-114482,1,2,-232.712,
551.7,551.7,1140.92,-114506,1,2,-232.712,
551.8,551.8,1141.12,-114529,1,2,-232.712,
551.9,551.9,1141.32,-114552,1,2,-232.712,
552,552,1141.52,-114575,1,2,-232.712,
552.1,552.1,1141.72,-114599,1,2,-232.712,
552.2,552.2,1141.92,-114622,1,2,-232.712,
552.3,552.3,1142.12,-114645,1,2,-232.712,
552.4,552.4,1142.32,-114668,1,2,-232.712,
552.5,552.5,1142.52,-114692,1,2,-232.712,
552.6,552.6,1142.72,-114715,1,2,-232.712,
552.7,552.7,1142.92,-114738,1,2,-232.712,
552.8,552.8,1143.12,-114762,1,2,-232.712,
552.9,552.9,1143.32,-114785,1,2,-232.712,
553,553,1143.52,-114808,1,2,-232.712,
553.1,553.1,1143.72,-114831,1,2,-232.712,
553.2,553.2,1143.92,-114855,1,2,-232.712,
553.3,553.3,1144.12,-114878,1,2,-232.712,
553.4,553.4,1144.32,-114901,1,2,-232.712,
553.5,553.5,1144.52,-114924,1,2,-232.712,
553.6,553.6,1144.72,-114948,1,2,-232.712,
553.7,553.7,1144.92,-114971,1,2,-232.712,
553.8,553.8,1145.12,-114994,1,2,-232.712,
553.9,553.9,1145.32,-115018,1,2,-232.712,
554,554,1145.52,-115041,1,2,-232.712,
554.1,554.1,1145.72,-115064,1,2,-232.712,
554.2,554.2,1145.92,-115087,1,2,-232.712,
554.3,554.3,1146.12,-115111,1,2,-232.712,
554.4,554.4,1146.32,-115134,1,2,-232.712,
554.5,554.5,1146.52,-115157,1,2,-232.712,
554.6,554.6,1146.72,-115180,1,2,-232.712,
554.7,554.7,1146.92,-115204,1,2,-232.712,
554.8,554.8,1147.12,-115227,1,2,-232.712,
554.9,554.9,1147.32,-115250,1,2,-232.712,
555,555,1147.52,-115274,1,2,-232.712,
555.1,555.1,1147.72,-115297,1,2,-232.712,
555.2,555.2,1147.92,-115320,1,2,-232.712,
555.3,555.3,1148.12,-115343,1,2,-232.712,
555.4,555.4,1148.32,-115367,1,2,-232.712,
555.5,555.5,1148.52,-115390,1,2,-232.712,
555.6,555.6,1148.72,-115413,1,2,-232.712,
555.7,555.7,1148.92,-115436,1,2,-232.712,
555.8,555.8,1149.12,-115460,1,2,-232.712,
555.9,555.9,1149.32,-115483,1,2,-232.712,
556,556,1149.52,-115506,1,2,-232.712,
556.1,556.1,1149.72,-115530,1,2,-232.712,
556.2,556.2,1149.92,-115553,1,2,-232.712,
556.3,556.3,1150.12,-115576,1,2,-232.712,
556.4,556.4,1150.32,-115599,1,2,-232.712,
556.5,556.5,1150.52,-115623,1,2,-232.712,
556.6,556.6,1150.72,-115646,1,2,-232.712,
556.7,556.7,1150.92,-115669,1,2,-232.712,
556.8,556.8,1151.12,-115692,1,2,-232.712,
556.9,556.9,1151.32,-115716,1,2,-232.712,
557,557,1151.52,-115739,1,2,-232.712,
557.1,557.1,1151.72,-115762,1,2,-232.712,
557.2,557.2,1151.92,-115786,1,2,-232.712,
557.3,557.3,1152.12,-115809,1,2,-232.712,
557.4,557.4,1152.32,-115832,1,2,-232.712,
557.5,557.5,1152.52,-115855,1,2,-232.712,
557.6,557.6,1152.72,-115879,1,2,-232.712,
557.7,557.7,1152.92,-115902,1,2,-232.712,
557.8,557.8,1153.12,-115925,1,2,-232.712,
557.9,557.9,1153.32,-115948,1,2,-232.712,
558,558,1153.52,-115972,1,2,-232.712,
558.1,558.1,1153.72,-115995,1,2,-232.712,
558.2,558.2,1153.92,-116018,1,2,-232.712,
558.3,558.3,1154.12,-116042,1,2,-232.712,
558.4,558.4,1154.32,-116065,1,2,-232.712,
558.5,558.5,1154.52,-116088,1,2,-232.712,
558.6,558.6,1154.72,-116111,1,2,-232.712,
558.7,558.7,1154.92,-116135,1,2,-232.712,
558.8,558.8,1155.12,-116158,1,2,-232.712,
558.9,558.9,1155.32,-116181,1,2,-232.712,
559,559,1155.52,-116204,1,2,-232.712,
559.1,559.1,1155.72,-116228,1,2,-232.712,
559.2,559.2,1155.92,-116251,1,2,-232.712,
559.3,559.3,1156.12,-116274,1,2,-232.712,
559.4,559.4,1156.32,-116297,1,2,-232.712,
559.5,559.5,1156.52,-116321,1,2,-232.712,
559.6,559.6,1156.72,-116344,1,2,-232.712,
559.7,559.7,1156.92,-116367,1,2,-232.712,
559.8,559.8,1157.12,-116391,1,2,-232.712,
559.9,559.9,1157.32,-116414,1,2,-232.712,
560,560,1157.52,-116437,1,2,-232.712,
560.1,560.1,1157.72,-116460,1,2,-232.712,
560.2,560.2,1157.92,-116484,1,2,-232.712,
560.3,560.3,1158.12,-116507,1,2,-232.712,
560.4,560.4,1158.32,-116530,1,2,-232.712,
560.5,560.5,1158.52,-116553,1,2,-232.712,
560.6,560.6,1158.72,-116577,1,2,-232.712,
560.7,560.7,1158.92,-116600,1,2,-232.712,
560.8,560.8,1159.12,-116623,1,2,-232.712,
560.9,560.9,1159.32,-116647,1,2,-232.712,
561,561,1159.52,-116670,1,2,-232.712,
561.1,561.1,1159.72,-116693,1,2,-232.712,
561.2,561.2,1159.92,-116716,1,2,-232.712,
561.3,561.3,1160.12,-116740,1,2,-232.712,
561.4,561.4,1160.32,-116763,1,2,-232.712,
561.5,561.5,1160.52,-116786,1,2,-232.712,
561.6,561.6,1160.72,-116809,1,2,-232.712,
561.7,561.7,1160.92,-116833,1,2,-232.712,
561.8,561.8,1161.12,-116856,1,2,-232.712,
561.9,561.9,1161.32,-116879,1,2,-232.712,
562,562,1161.52,-116903,1,2,-232.712,
562.1,562.1,1161.72,-116926,1,2,-232.712,
562.2,562.2,1161.92,-116949,1,2,-232.712,
562.3,562.3,1162.12,-116972,1,2,-232.712,
562.4,562.4,1162.32,-116996,1,2,-232.712,
562.5,562.5,1162.52,-117019,1,2,-232.712,
562.6,562.6,1162.72,-117042,1,2,-232.712,
562.7,562.7,1162.92,-117065,1,2,-232.712,
562.8,562.8,1163.12,-117089,1,2,-232.712,
562.9,562.9,1163.32,-117112,1,2,-232.712,
563,563,1163.52,-117135,1,2,-232.712,
563.1,563.1,1163.72,-117159,1,2,-232.712,
563.2,563.2,1163.92,-117182,1,2,-232.712,
563.3,563.3,1164.12,-117205,1,2,-232.712,
563.4,563.4,1164.32,-117228,1,2,-232.712,
563.5,563.5,1164.52,-117252,1,2,-232.712,
563.6,563.6,1164.72,-117275,1,2,-232.712,
563.7,563.7,1164.92,-117298,1,2,-232.712,
563.8,563.8,1165.12,-117321,1,2,-232.712,
563.9,563.9,1165.32,-117345,1,2,-232.712,
564,564,1165.52,-117368,1,2,-232.712,
564.1,564.1,1165.72,-117391,1,2,-232.712,
564.2,564.2,1165.92,-117415,1,2,-232.712,
564.3,564.3,1166.12,-117438,1,2,-232.712,
564.4,564.4,1166.32,-117461,1,2,-232.712,
564.5,564.5,1166.52,-117484,1,2,-232.712,
564.6,564.6,1166.72,-117508,1,2,-232.712,
564.7,564.7,1166.92,-117531,1,2,-232.712,
564.8,564.8,1167.12,-117554,1,2,-232.712,
564.9,564.9,1167.32,-117577,1,2,-232.712,
565,565,1167.52,-117601,1,2,-232.712,
565.1,565.1,1167.72,-117624,1,2,-232.712,
565.2,565.2,1167.92,-117647,1,2,-232.712,
565.3,565.3,1168.12,-117670,1,2,-232.712,
565.4,565.4,1168.32,-117694,1,2,-232.712,
565.5,565.5,1168.52,-117717,1,2,-232.712,
565.6,565.6,1168.72,-117740,1,2,-232.712,
565.7,565.7,1168.92,-117764,1,2,-232.712,
565.8,565.8,1169.12,-117787,1,2,-232.712,
565.9,565.9,1169.32,-117810,1,2,-232.712,
566,566,1169.52,-117833,1,2,-232.712,
566.1,566.1,1169.72,-117857,1,2,-232.712,
566.2,566.2,1169.92,-117880,1,2,-232.712,
566.3,566.3,1170.12,-117903,1,2,-232.712,
566.4,566.4,1170.32,-117926,1,2,-232.712,
566.5,566.5,1170.52,-117950,1,2,-232.712,
566.6,566.6,1170.72,-117973,1,2,-232.712,
566.7,566.7,1170.92,-117996,1,2,-232.712,
566.8,566.8,1171.12,-118020,1,2,-232.712,
566.9,566.9,1171.32,-118043,1,2,-232.712,
567,567,1171.52,-118066,1,2,-232.712,
567.1,567.1,1171.72,-118089,1,2,-232.712,
567.2,567.2,1171.92,-118113,1,2,-232.712,
567.3,567.3,1172.12,-118136,1,2,-232.712,
567.4,567.4,1172.32,-118159,1,2,-232.712,
567.5,567.5,1172.52,-118182,1,2,-232.712,
567.6,567.6,1172.72,-118206,1,2,-232.712,
567.7,567.7,1172.92,-118229,1,2,-232.712,
567.8,567.8,1173.12,-118252,1,2,-232.712,
567.9,567.9,1173.32,-118276,1,2,-232.712,
568,568,1173.52,-118299,1,2,-232.712,
568.1,568.1,1173.72,-118322,1,2,-232.712,
568.2,568.2,1173.92,-118345,1,2,-232.712,
568.3,568.3,1174.12,-118369,1,2,-232.712,
568.4,568.4,1174.32,-118392,1,2,-232.712,
568.5,568.5,1174.52,-118415,1,2,-232.712,
568.6,568.6,1174.72,-118438,1,2,-232.712,
568.7,568.7,1174.92,-118462,1,2,-232.712,
568.8,568.8,1175.12,-118485,1,2,-232.712,
568.9,568.9,1175.32,-118508,1,2,-232.712,
569,569,1175.52,-118532,1,2,-232.712,
569.1,569.1,1175.72,-118555,1,2,-232.712,
569.2,569.2,1175.92,-118578,1,2,-232.712,
569.3,569.3,1176.12,-118601,1,2,-232.712,
569.4,569.4,1176.32,-118625,1,2,-232.712,
569.5,569.5,1176.52,-118648,1,2,-232.712,
569.6,569.6,1176.72,-118671,1,2,-232.712,
569.7,569.7,1176.92,-118694,1,2,-232.712,
569.8,569.8,1177.12,-118718,1,2,-232.712,
569.9,569.9,1177.32,-118741,1,2,-232.712,
570,570,1177.52,-118764,1,2,-232.712,
570.1,570.1,1177.72,-118788,1,2,-232.712,
570.2,570.2,1177.92,-118811,1,2,-232.712,
570.3,570.3,1178.12,-118834,1,2,-232.712,
570.4,570.4,1178.32,-118857,1,2,-232.712,
570.5,570.5,1178.52,-118881,1,2,-232.712,
570.6,570.6,1178.72,-118904,1,2,-232.712,
570.7,570.7,1178.92,-118927,1,2,-232.712,
570.8,570.8,1179.12,-118950,1,2,-232.712,
570.9,570.9,1179.32,-118974,1,2,-232.712,
571,571,1179.52,-118997,1,2,-232.712,
571.1,571.1,1179.72,-119020,1,2,-232.712,
571.2,571.2,1179.92,-119043,1,2,-232.712,
571.3,571.3,1180.12,-119067,1,2,-232.712,
571.4,571.4,1180.32,-119090,1,2,-232.712,
571.5,571.5,1180.52,-119113,1,2,-232.712,
571.6,571.6,1180.72,-119137,1,2,-232.712,
571.7,571.7,1180.92,-119160,1,2,-232.712,
571.8,571.8,1181.12,-119183,1,2,-232.712,
571.9,571.9,1181.32,-119206,1,2,-232.712,
572,572,1181.52,-119230,1,2,-232.712,
572.1,572.1,1181.72,-119253,1,2,-232.712,
572.2,572.2,1181.92,-119276,1,2,-232.712,
572.3,572.3,1182.12,-119299,1,2,-232.712,
572.4,572.4,1182.32,-119323,1,2,-232.712,
572.5,572.5,1182.52,-119346,1,2,-232.712,
572.6,572.6,1182.72,-119369,1,2,-232.712,
572.7,572.7,1182.92,-119393,1,2,-232.712,
572.8,572.8,1183.12,-119416,1,2,-232.712,
572.9,572.9,1183.32,-119439,1,2,-232.712,
573,573,1183.52,-119462,1,2,-232.712,
573.1,573.1,1183.72,-119486,1,2,-232.712,
573.2,573.2,1183.92,-119509,1,2,-232.712,
573.3,573.3,1184.12,-119532,1,2,-232.712,
573.4,573.4,1184.32,-119555,1,2,-232.712,
573.5,573.5,1184.52,-119579,1,2,-232.712,
573.6,573.6,1184.72,-119602,1,2,-232.712,
573.7,573.7,1184.92,-119625,1,2,-232.712,
573.8,573.8,1185.12,-119649,1,2,-232.712,
573.9,573.9,1185.32,-119672,1,2,-232.712,
574,574,1185.52,-119695,1,2,-232.712,
